公告📣,#genre#   
CCTV5-体育,http://go.bkpcp.top/mg/cctv5
CCTV5-体育,http://112.123.243.37:50085/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$
CCTV5-体育,http://182.150.115.26:5003/cctv5.m3u8
CCTV6-电影,http://t.061899.xyz/tl/tl.php?id=cctv6
CCTV6-电影,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6
CCTV6-电影,http://go.061899.xyz/mg/cctv6
CCTV6-电影,http://go.bkpcp.top/mg/cctv6
CCTV6-电影,http://182.150.115.26:5003/cctv6.m3u8
CCTV7-国防军事,http://t.061899.xyz/tl/tl.php?id=cctv7
CCTV7-国防军事,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7
CCTV7-国防军事,http://go.061899.xyz/mg/cctv7
CCTV7-国防军事,http://go.bkpcp.top/mg/cctv7
CCTV7-国防军事,http://182.150.115.26:5003/cctv7.m3u8
CCTV8-电视剧,http://t.061899.xyz/tl/tl.php?id=cctv8
CCTV8-电视剧,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8
CCTV8-电视剧,http://go.061899.xyz/mg/cctv8
CCTV8-电视剧,http://go.bkpcp.top/mg/cctv8
CCTV8-电视剧,http://182.150.115.26:5003/cctv8.m3u8
CCTV9-纪录,http://t.061899.xyz/tl/tl.php?id=cctv9
CCTV9-纪录,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9
CCTV9-纪录,http://go.061899.xyz/mg/cctv9
CCTV9-纪录,http://go.bkpcp.top/mg/cctv9
CCTV9-纪录,http://39.164.160.249:9901/tsfile/live/0009_1.m3u8
CCTV9-纪录,https://play.kankanlive.com/live/1698423397390920.m3u8
CCTV9-纪录,http://play.kankanlive.com/live/1698423397390920.flv
CCTV9-纪录,rtmp://play.kankanlive.com/live/1698423397390920
CCTV9-纪录,http://112.46.85.60:8009/hls/509/index.m3u8
CCTV9-纪录,http://182.150.115.26:5003/cctv9.m3u8
CCTV10-科教,http://go.bkpcp.top/mg/cctv10#https://play.kankanlive.com/live/1698423445959919.m3u8#http://play.kankanlive.com/live/1698423445959919.flv#rtmp://play.kankanlive.com/live/1698423445959919#http://182.150.115.26:5003/cctv10.m3u8
CCTV11-戏曲,
http://go.bkpcp.top/mg/cctv11#https://play.kankanlive.com/live/1698423476198918.m3u8#http://play.kankanlive.com/live/1698423476198918.flv#rtmp://play.kankanlive.com/live/1698423476198918#http://182.150.115.26:5003/cctv11.m3u8

CCTV12-社会与法,http://go.bkpcp.top/mg/cctv12
CCTV12-社会与法,https://play.kankanlive.com/live/1698423511884917.m3u8
CCTV12-社会与法,http://112.46.85.60:8009/hls/507/index.m3u8
CCTV12-社会与法,http://play.kankanlive.com/live/1698423511884917.flv
CCTV12-社会与法,rtmp://play.kankanlive.com/live/1698423511884917
CCTV12-社会与法,http://182.150.115.26:5003/cctv12.m3u8
CCTV13-新闻,http://8.138.7.223/gq8tl/get_redirect_url.php?id=262
CCTV13-新闻,http://8.138.7.223/tv/2026.php?id=5

CCTV13-新闻,http://go.bkpcp.top/mg/cctv13
CCTV13-新闻,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV13-新闻,https://play.kankanlive.com/live/1698423543275916.m3u8
CCTV13-新闻,http://play.kankanlive.com/live/1698423543275916.flv
CCTV13-新闻,rtmp://play.kankanlive.com/live/1698423543275916
CCTV13-新闻,http://182.150.115.26:5003/cctv13.m3u8
CCTV14-少儿,http://8.138.7.223/gq8tl/get_redirect_url.php?id=263#http://8.138.7.223/tv/2026.php?id=6#http://go.bkpcp.top/mg/cctv14#https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001#https://play.kankanlive.com/live/1698423575756915.m3u8#http://play.kankanlive.com/live/1698423575756915.flv#rtmp://play.kankanlive.com/live/1698423575756915#http://39.164.160.249:9901/tsfile/live/0014_1.m3u8#http://182.150.115.26:5003/cctv14.m3u8

CCTV15-音乐,http://go.bkpcp.top/mg/cctv15
CCTV15-音乐,http://39.164.160.249:9901/tsfile/live/0015_1.m3u8
CCTV15-音乐,https://play.kankanlive.com/live/1698423607826914.m3u8
CCTV15-音乐,http://play.kankanlive.com/live/1698423607826914.flv
CCTV15-音乐,rtmp://play.kankanlive.com/live/1698423607826914
CCTV15-音乐,http://182.150.115.26:5003/cctv15.m3u8
CCTV16-奥林匹克,rtmp://ayrtsocndali.v.myalicdn.com/ayocnd/4kcctv16_2pd
CCTV16-奥林匹克,http://go.bkpcp.top/mg/cctv16
CCTV16-奥林匹克,http://182.150.115.26:5003/cctv16.m3u8

CCTV17-农业农村,http://go.bkpcp.top/mg/cctv17
CCTV17-农业农村,https://play.kankanlive.com/live/1698423272597921.m3u8
CCTV17-农业农村,http://182.150.115.26:5003/cctv17.m3u8
CCTV17-农业农村,http://play.kankanlive.com/live/1698423272597921.flv
CCTV17-农业农村,rtmp://play.kankanlive.com/live/1698423272597921
CCTV17-农业农村,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8
CCTV17-农业农村,rtmp://play.kankanlive.com/live/1698423272597921

CCTV5+赛事,rtmp://ayrtsocndali.v.myalicdn.com/ayocnd/aoyuncctv5plus_2pd
CCTV5+赛事,http://go.bkpcp.top/mg/cctv5p
CCTV5+赛事,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8
CCTV5+赛事,https://piccpndali.v.myalicdn.com/audio/cctv5plus_2.m3u8
CCTV5+赛事,http://182.150.115.26:5003/cctv5p.m3u8
CCTV4-中文国际欧洲,http://go.bkpcp.top/mg/cctv4o
CCTV4-中文国际欧洲,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8
CCTV4-中文国际美洲,http://go.bkpcp.top/mg/cctv4m

卫视频道📡,#genre#

贵州卫视,http://cssbyd.imwork.net:8082/hls/39/index.m3u8

贵州卫视,http://182.150.115.26:5003/gzws.m3u8
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
贵州卫视,http://go.bkpcp.top/mg/gzws
贵州卫视,http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8
贵州卫视,http://222.169.85.8:9901/tsfile/live/0120_1.m3u8
贵州卫视,http://182.150.115.26:5003/gzws.m3u8

东方卫视,http://124.116.183.146:9901/tsfile/live/0107_1.m3u8
东方卫视,http://go.bkpcp.top/mg/dfws
东方卫视,http://genglei.8866.org:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://36.32.174.67:60080/newlive/live/hls/22/live.m3u8
东方卫视,http://182.150.115.26:5003/dfws.m3u8
湖南卫视,http://8.138.7.223/gq8tl/get_redirect_url.php?id=267
湖南卫视,http://8.138.7.223/tv/2026.php?id=10
湖南卫视,http://124.116.183.146:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://182.150.115.26:5003/hunanws.m3u8

深圳卫视,http://124.116.183.146:9901/tsfile/live/0126_1.m3u8
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
深圳卫视,http://go.bkpcp.top/mg/szws
深圳卫视,http://182.150.115.26:5003/szws.m3u8
海南卫视,http://cssbyd.imwork.net:8082/hls/31/index.m3u8
海南卫视,http://t.061899.xyz/tl/tl.php?id=hinws
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
海南卫视,http://go.bkpcp.top/mg/hinws
海南卫视,http://182.150.115.26:5003/custom14.m3u8
广西卫视,http://hmfs.f3322.net:3388/hls/27/index.m3u8
广西卫视,http://t.061899.xyz/tl/tl.php?id=gxws
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
广西卫视,http://cssbyd.imwork.net:8082/hls/33/index.m3u8
广西卫视,http://182.150.115.26:5003/gxws.m3u8
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
四川卫视,http://t.061899.xyz/tl/tl.php?id=scws
四川卫视,http://124.116.183.146:9901/tsfile/live/0123_1.m3u8
四川卫视,http://go.bkpcp.top/mg/scws
四川卫视,http://36.32.174.67:60080/newlive/live/hls/45/live.m3u8
四川卫视,http://182.150.115.26:5003/scws.m3u8
浙江卫视,http://8.138.7.223/gq8tl/get_redirect_url.php?id=268
浙江卫视,http://8.138.7.223/tv/2026.php?id=11
浙江卫视,https://play-qukan.cztv.com/live/1746687519046362.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://182.150.115.26:5003/zjws.m3u8
广东卫视,http://t.061899.xyz/tl/tl.php?id=gdws
广东卫视,http://8.138.7.223/gq8tl/get_redirect_url.php?id=264
广东卫视,http://8.138.7.223/tv/2026.php?id=7
广东卫视,http://36.32.174.67:60080/newlive/live/hls/33/live.m3u8
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
广东卫视,http://go.bkpcp.top/mg/gdws
广东卫视,http://182.150.115.26:5003/gdws.m3u8
重庆卫视,http://t.061899.xyz/tl/tl.php?id=cqws
重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8
重庆卫视,http://124.116.183.146:9901/tsfile/live/0142_1.m3u8
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
重庆卫视,http://go.bkpcp.top/mg/cqws
重庆卫视,http://182.150.115.26:5003/cqws.m3u8
云南卫视,http://cssbyd.imwork.net:8082/hls/36/index.m3u8
云南卫视,http://36.32.174.67:60080/newlive/live/hls/48/live.m3u8
云南卫视,http://182.150.115.26:5003/ynws.m3u8
江苏卫视,http://8.138.7.223/gq8tl/get_redirect_url.php?id=269
江苏卫视,http://8.138.7.223/tv/2026.php?id=12
江苏卫视,http://182.150.115.26:5003/jsws.m3u8
安徽卫视,http://t.061899.xyz/tl/tl.php?id=ahws
安徽卫视,http://222.169.85.8:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://36.32.174.67:60080/newlive/live/hls/31/live.m3u8
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws
安徽卫视,http://182.150.115.26:5003/ahws.m3u8
山东卫视,http://t.061899.xyz/tl/tl.php?id=sdws
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
山东卫视,http://go.bkpcp.top/mg/sdws
山东卫视,http://182.150.115.26:5003/sdws.m3u8
湖北卫视,http://124.116.183.146:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://t.061899.xyz/tl/tl.php?id=hubws
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
湖北卫视,http://go.bkpcp.top/mg/hubws
湖北卫视,http://182.150.115.26:5003/hbws.m3u8
河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河北卫视,http://t.061899.xyz/tl/tl.php?id=hbws
河北卫视,http://go.bkpcp.top/mg/hbws
河北卫视,http://182.150.115.26:5003/hebeiws.m3u8
山西卫视,http://8.138.7.223/tv/2026.php?id=13
山西卫视,http://t.061899.xyz/tl/tl.php?id=sxiws
山西卫视,http://182.150.115.26:5003/sxws.m3u8
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
辽宁卫视,http://t.061899.xyz/tl/tl.php?id=lnws
辽宁卫视,http://182.150.115.26:5003/lnws.m3u8
北京卫视,http://t.061899.xyz/tl/tl.php?id=bjws#http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws#http://go.bkpcp.top/mg/bjws#http://182.150.115.26:5003/bjws.m3u8
天津卫视,http://t.061899.xyz/tl/tl.php?id=tjws
天津卫视,http://t.061899.xyz/tl/tl.php?id=ahws
天津卫视,http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8
天津卫视,http://124.116.183.146:9901/tsfile/live/0135_1.m3u8
天津卫视,http://112.46.85.60:8009/hls/44/index.m3u8
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
天津卫视,http://182.150.115.26:5003/tjws.m3u8
陕西卫视,http://t.061899.xyz/tl/tl.php?id=sxws
陕西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sxws
陕西卫视,http://go.bkpcp.top/mg/sxws
陕西卫视,http://182.150.115.26:5003/shxws.m3u8
东南卫视,http://36.32.174.67:60080/newlive/live/hls/49/live.m3u8
东南卫视,http://t.061899.xyz/tl/tl.php?id=dnws
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
东南卫视,http://182.150.115.26:5003/dnws.m3u8
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
江西卫视,http://t.061899.xyz/tl/tl.php?id=jxws
江西卫视,http://go.bkpcp.top/mg/jxws
江西卫视,http://182.150.115.26:5003/jxws.m3u8
吉林卫视,http://cssbyd.imwork.net:8082/hls/41/index.m3u8
吉林卫视,http://t.061899.xyz/tl/tl.php?id=jlws
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
吉林卫视,http://36.32.174.67:60080/newlive/live/hls/46/live.m3u8
吉林卫视,http://182.150.115.26:5003/jlws.m3u8
河南卫视,http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8
河南卫视,http://cssbyd.imwork.net:8082/hls/37/index.m3u8
河南卫视,http://182.150.115.26:5003/hnws.m3u8
青海卫视,http://8.138.7.223/gq8tl/get_redirect_url.php?id=271
青海卫视,http://8.138.7.223/tv/2026.php?id=14
青海卫视,http://t.061899.xyz/tl/tl.php?id=qhws
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
青海卫视,http://182.150.115.26:5003/qhws.m3u8
兵团卫视,http://go.bkpcp.top/mg/btws
兵团卫视,http://183.11.239.36:808/hls/7/index.m3u8
兵团卫视,http://218.13.170.98:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
海峡卫视,http://8.138.7.223/tv/hxws.m3u8
海峡卫视,http://r.jdshipin.com/WtYt3
三沙卫视,http://182.150.115.26:5003/custom15.m3u8xxxxxxxx
山东教育,https://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
厦门卫视,http://182.150.115.26:5003/xmws.m3u8XXXXXXXXXXXXX
厦门卫视,http://113.195.172.192:808/hls/113/index.m3u8XXXXXXXXXXX
甘肃卫视,http://t.061899.xyz/tl/tl.php?id=gsws
甘肃卫视,http://111.61.236.247:9081/hls/54/index.m3u8
甘肃卫视,http://cssbyd.imwork.net:8082/hls/48/index.m3u8
甘肃卫视,http://182.150.115.26:5003/gsws.m3u8
宁夏卫视,http://cssbyd.imwork.net:8082/hls/45/index.m3u8
宁夏卫视,http://t.061899.xyz/tl/tl.php?id=nxws
宁夏卫视,http://182.150.115.26:5003/linxws.m3u8
黑龙江卫视,http://t.061899.xyz/tl/tl.php?id=hljws
黑龙江卫视,http://36.32.174.67:60080/newlive/live/hls/36/live.m3u8
黑龙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws
黑龙江卫视,http://go.bkpcp.top/mg/hljws
黑龙江卫视,http://124.116.183.146:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://182.150.115.26:5003/hljws.m3u8
新疆卫视,http://t.061899.xyz/tl/tl.php?id=xjws
新疆卫视,http://183.11.239.36:808/hls/65/index.m3u8
新疆卫视,http://182.150.115.26:5003/xjws.m3u8
西藏卫视,http://t.061899.xyz/tl/tl.php?id=xzws
西藏卫视,http://cssbyd.imwork.net:8082/hls/46/index.m3u8
西藏卫视,http://182.150.115.26:5003/xzws.m3u8
内蒙古卫视,http://t.061899.xyz/tl/tl.php?id=nmgws
内蒙古卫视,http://cssbyd.imwork.net:8082/hls/44/index.m3u8
内蒙古卫视,http://182.150.115.26:5003/neimenggu.m3u8
内蒙古蒙语卫视,http://play1-qk.nmtv.cn/live/1686560387346365.m3u8XXXXXXXXXXXXXXX
农林卫视,http://124.116.183.146:9901/tsfile/live/1004_1.m3u8
延边卫视,http://gmxw.7766.org:808/hls/15/index.m3u8
安多卫视
CETV-1
CETV-2
CETV-4
数字频道📶,#genre#
第一财经,http://8.138.7.223/tv/5gtv.php?id=17
生活时尚,http://8.138.7.223/tv/5gtv.php?id=230
金色学堂,http://8.138.7.223/tv/5gtv.php?id=40
游戏风云,http://8.138.7.223/tv/5gtv.php?id=224
法治天地,http://8.138.7.223/tv/5gtv.php?id=29
看东方,http://bp-resource-dfl.bestv.cn/155/3/video.m3u8
重温经典,http://ah2.sohu.blog:8000/hls/50/index.m3u8

CGTN,https://0472.org/hls/cgtn.m3u8
CGTN,http://go.bkpcp.top/mg/cgtn
CGTN,https://play.kankanlive.com/live/1698423645566913.m3u8
CGTN,http://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
CGTN,https://english-livebkali.cgtn.com/live/encgtn.m3u8
CGTN,https://english-livebkali.cgtn.com/live/encgtn_0.m3u8
CGTN,https://english-livebkali.cgtn.com/live/encgtn_1.m3u8
CGTN,https://english-livebkali.cgtn.com/live/encgtn_2.m3u8

CGTN,https://english-livetx.cgtn.com/hls/yypdyyctzb_sd.m3u8

CGTN,http://play.kankanlive.com/live/1698423645566913.flv
CGTN,rtmp://play.kankanlive.com/live/1698423645566913
CGTN俄语,https://0472.org/hls/cgtne.m3u8
CGTN俄语,http://russian-livews.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802cd.m3u8
CGTN俄语,http://news.cgtn.com/resource/live/russian/cgtn-r.m3u8

CGTN俄语,https://english-livetx.cgtn.com/hls/LSvexABhNipibK5KRuUkvHZ7220802LSTeze9o8tdFXMHsb1VosgoT220802_sd.m3u8
CGTN法语,https://0472.org/hls/cgtnf.m3u8
CGTN法语,http://go.bkpcp.top/mg/cgtnf
CGTN法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8

CGTN法语,https://english-livetx.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802_sd.m3u8
CGTN法语,http://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd.m3u8
CGTN纪录,https://0472.org/hls/cgtnd.m3u8
CGTN纪录,https://english-livebkali.cgtn.com/live/doccgtn.m3u8
CGTN纪录,https://english-livetx.cgtn.com/hls/yypdjlctzb_hd.m3u8
CGTN西语,https://0472.org/hls/cgtnx.m3u8
CGTN西语,http://go.bkpcp.top/mg/cgtne
CGTN西语,https://espanol-liveali.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802cd/playlist.m3u8
CGTN西语,https://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8
CGTN西语,https://livees.cgtn.com/1000e/prog_index.m3u8
CGTN西语,https://livees.cgtn.com/500e/prog_index.m3u8
CGTN西语,https://english-livetx.cgtn.com/hls/LSveOGBaBw41Ea7ukkVAUdKQ220802LSTexu6xAuFH8VZNBLE1ZNEa220802_sd.m3u8
CGTN阿语,https://0472.org/hls/cgtna.m3u8
CGTN阿语,http://go.bkpcp.top/mg/cgtna
CGTN阿语,https://arabic-liveali.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802cd/playlist.m3u8
CGTN阿语,https://news.cgtn.com/resource/live/arabic/cgtn-a.m3u8

CGTN阿语,https://english-livetx.cgtn.com/hls/LSveq57bErWLinBnxosqjisZ220802LSTefTAS9zc9mpU08y3np9TH220802_sd.m3u8
CGTN+,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CGTN+,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w1885047163_b400000.m3u8
CGTN+,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w1885047163_b1000000.m3u8
中国国际教育1,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
中国国际教育2,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
中国国际教育3,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
中国国际教育4,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8
ASTV亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
ASTV亚洲卫视,https://fenghuang.tv12.xyz/173.m3u8
CCTV世界地理,http://hmfs.f3322.net:3388/hls/28/index.m3u8
CCTV第一剧场,http://hmfs.f3322.net:3388/hls/21/index.m3u8
CCTV风云足球,http://27.41.245.32:801/hls/906/index.m3u8

4K 频道🎥,#genre#
浙江卫视4K,http://t.061899.xyz/tl/tl.php?id=zjws
浙江卫视4K,https://play-qukan.cztv.com:443/live/1758879019692345.m3u8
浙江卫视4K,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
浙江卫视4K,http://go.bkpcp.top/mg/zjws
浙江卫视4k,https://play-qukan.cztv.com/live/1758879019692345.m3u8
东方卫视4K,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
东方卫视4k,http://106.53.99.30/tv/api.php?id=dfws4k
湖南卫视4K,http://t.061899.xyz/tl/tl.php?id=hunws
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视4K,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
湖南卫视4K,http://go.bkpcp.top/mg/hunws
湖南卫视4k,http://106.53.99.30/tv/api.php?id=hnws4k
北京卫视4K,http://139.ye23.vip/dl/btv2502.php?id=bjws4
北京卫视4k,http://106.53.99.30/tv/bj.php?id=bjws4k
江苏卫视4K,http://t.061899.xyz/tl/tl.php?id=jsws
江苏卫视4K,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws
江苏卫视4K,http://8.138.7.223/tv/jsws4k.php
江苏卫视4K,http://go.bkpcp.top/mg/jsws
深圳卫视4k,http://106.53.99.30/tv/api.php?id=szws4k
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
咪咕视频4K,http://anfeind1.kmdns.net:19999/migunohosts.php&http://r.jdshipin.com/ln4xk
咪咕视频4K-2,http://r.jdshipin.com/Lqdwf
儿童频道🍭,#genre#
卡酷少儿,http://218.13.170.98:9901/tsfile/live/1021_1.m3u8
内蒙古少儿,http://play1-qk.nmtv.cn/live/1686560464515368.m3u8XXXXXXXXXXXXX
金鹰卡通,http://182.150.115.26:5003/custom16.m3u8XXXXXXXXXXXXXX

电影频道Ⓜ,#genre#
CHC家庭影院,http://27.41.245.32:801/hls/905/index.m3u8
科幻电影,https://yylunbo.ottiptv.cc/yy/1354930209XXXXXXXXXXXXX
科幻电影2,https://yylunbo.ottiptv.cc/yy/1355065896XXXXXXXXXXXX

地方频道💒,#genre#
浙江教科影视,https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科影视,http://ali-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
东阳影视生活,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
文山,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
哈尔滨影视,https://stream.hrbtv.net/yspd/playlist.m3u8
哈尔滨影视,https://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
四川经济,http://182.150.115.26:5003/custom1.m3u8
四川文化旅游,http://182.150.115.26:5003/custom2.m3u8
四川新闻,http://182.150.115.26:5003/custom3.m3u8
四川影视文艺,http://182.150.115.26:5003/custom4.m3u8
四川妇女儿童,http://182.150.115.26:5003/custom5.m3u8
四川峨眉电影,http://182.150.115.26:5003/custom6.m3u8
四川乡村,http://182.150.115.26:5003/custom7.m3u8
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
四川科教,http://182.150.115.26:5003/custom8.m3u8
成都一套,http://182.150.115.26:5003/custom9.m3u8
成都二套,http://182.150.115.26:5003/custom10.m3u8
成都三套,http://182.150.115.26:5003/custom11.m3u8
成都四套,http://182.150.115.26:5003/custom12.m3u8
成都五套,http://182.150.115.26:5003/custom13.m3u8
上海新闻,http://8.138.7.223/tv/5gtv.php?id=36
苏州新闻,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
苏州经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
苏州文化,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
苏州电影,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
苏州生活,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8
桂林新闻综合，http://115.29.208.41/hls/gxglxw.m3u8
